TAXA,COMMON_NAME,TREE_TYPE,LAT,LONG,X,Z
thuja plicata,western red-cedar,coniferous,49.261897,-123.2358,3260.5228513857273,-75.11011824534216
thuja plicata,western red-cedar,coniferous,49.261965,-123.235837,3261.719673136683,-83.04501067855585
thuja plicata,western red-cedar,coniferous,49.262014,-123.235831,3264.6768543997887,-87.64060068094409
thuja plicata,western red-cedar,coniferous,49.262054,-123.235835,3266.5202094907745,-91.6978203704889
cercidiphyllum japonicum,katsura,deciduous,49.262688,-123.236082,3283.9624399642316,-162.3128261276288
Liquidambar styraciflua,sweet gum,deciduous,49.261149,-123.243319,2739.028245214662,-260.17743070456663
Liquidambar styraciflua,sweet gum,deciduous,49.261106,-123.243684,2713.362012977815,-268.50721937861545
aesculus x carnea,red horse-chestnut,deciduous,49.2621,-123.244574,2708.477835877777,-396.49351264187885
aesculus x carnea,red horse-chestnut,deciduous,49.261776,-123.245497,2632.2719926896652,-396.4651478143902
acer pseudoplatanus 'atropurpureum',purple sycamore maple,deciduous,49.26184,-123.245325,2646.6631353182756,-396.82535511547803
chamaecyparis lawsownia 'golden showers',lawson's cypress,coniferous,49.263511,-123.24466,2777.052547013326,-537.7108466948443
Parrotia persica,persian ironwood,deciduous,49.259905,-123.242821,2705.648405157003,-121.16436377125865
Parrotia persica,persian ironwood,deciduous,49.259829,-123.242757,2705.762536260353,-111.51774047072968
Parrotia persica,persian ironwood,deciduous,49.259716,-123.242777,2698.546625275893,-101.13219938996895
Parrotia persica,persian ironwood,deciduous,49.259586,-123.242567,2705.1891556567443,-81.17673289711774
Parrotia persica,persian ironwood,deciduous,49.259202,-123.242189,2709.2701026259074,-30.558356589875075
Parrotia persica,persian ironwood,deciduous,49.259178,-123.242284,2701.9170721214073,-31.47131941093585
Parrotia persica,persian ironwood,deciduous,49.259136,-123.242127,2709.7811567053495,-21.96033796526899
Parrotia persica,persian ironwood,deciduous,49.259101,-123.242219,2702.042963102026,-21.692309901776298
Parrotia persica,persian ironwood,deciduous,49.259428,-123.242438,2705.1666507644013,-61.261150533773616
Parrotia persica,persian ironwood,deciduous,49.259511,-123.242501,2705.484122379798,-71.55935520717821
Parrotia persica,persian ironwood,deciduous,49.259549,-123.242652,2697.7949470726894,-80.47218151717448
Parrotia persica,persian ironwood,deciduous,49.259634,-123.242714,2698.2816053456504,-90.93199435264773
Parrotia persica,persian ironwood,deciduous,49.259052,-123.242061,2709.603669683079,-11.461029125953473
Parrotia persica,persian ironwood,deciduous,49.258967,-123.241988,2709.8226467567492,-0.6231675343867664
betula nigra ,river birch ,deciduous,49.270034,-123.24842,2878.47789425722,-1306.0908153588045
zelkova serrata ,japanese zelkova ,deciduous,49.269986,-123.248427,2875.5083986187287,-1301.6280264128202
pseudotsuga menziesii ,douglas-fir ,coniferous,49.269765,-123.248373,2867.3652821871265,-1278.1174738831628
pseudotsuga menziesii ,douglas-fir ,coniferous,49.269815,-123.248388,2869.0291821634346,-1283.5322313307643
pseudotsuga menziesii ,douglas-fir ,coniferous,49.269423,-123.248328,2852.2909664917834,-1243.0598563386657
Prunus serrulata,japanese cherry,deciduous,49.269468,-123.248423,2848.5627181369337,-1250.7337810215836
pinus nigra ,black pine ,coniferous,49.269916,-123.248146,2889.8498933600176,-1285.1129191036734
pinus contorta ,lodgepole pine ,coniferous,49.269867,-123.248061,2892.7268684361998,-1277.3907230737686
pinus contorta ,lodgepole pine ,coniferous,49.269977,-123.24785,2912.032478169937,-1280.918636644146
acer circinatum ,vine maple ,deciduous,49.26989,-123.247891,2904.8349491874183,-1273.8026932115026
acer circinatum ,vine maple ,deciduous,49.269877,-123.247832,2907.9353187772604,-1270.5014555512216
fagus sylvatica ,european beech ,deciduous,49.269998,-123.24775,2919.5471724358335,-1279.5400719314425
pinus contorta ,lodgepole pine ,coniferous,49.2697,-123.247793,2901.1411726446536,-1251.8176880377168
fagus sylvatica ,european beech ,deciduous,49.269872,-123.247734,2913.9564515985244,-1266.6439606717863
fagus sylvatica ,european beech ,deciduous,49.269811,-123.24772,2911.6508359373984,-1260.1857000655614
pseudotsuga menziesii ,douglas-fir ,coniferous,49.269783,-123.247779,2906.3974242073045,-1259.4694880166435
thuja plicata,western red-cedar,coniferous,49.259221,-123.238761,2930.1276128365016,85.37975424843535
thuja plicata,western red-cedar,coniferous,49.25921,-123.238802,2926.9204720973303,85.0488060366049
thuja plicata,western red-cedar,coniferous,49.259194,-123.238853,2922.8094521009143,84.86419178716824
Acer platanoides,norway maple,deciduous,49.259306,-123.239212,2905.664395988005,61.55279719688201
Acer platanoides,norway maple,deciduous,49.259222,-123.239164,2904.3328313190596,71.4335718535433
Acer platanoides,norway maple,deciduous,49.259163,-123.239126,2903.6724462196844,78.52091159272891
acer platanoides,,deciduous,49.25909,-123.239064,2903.8163410197226,87.80485712425298
Acer platanoides,norway maple,deciduous,49.259099,-123.238885,2915.7694371527464,93.0738754915651
Pseudotsuga menziesii,douglas-fir,coniferous,49.259151,-123.238982,2912.2781878688697,84.64507470234048
fraxinus angustifolia 'raywood',narrow-leaf ash,deciduous,49.259672,-123.23947,2908.332828833244,16.82202069007485
fraxinus angustifolia 'raywood',narrow-leaf ash,deciduous,49.259627,-123.239434,2908.2791477352757,22.46873048398743
fraxinus angustifolia 'raywood',narrow-leaf ash,deciduous,49.259538,-123.239346,2909.250487357829,34.213967084405795
fraxinus angustifolia 'raywood',narrow-leaf ash,deciduous,49.259583,-123.239382,2909.3041576720316,28.567255087038802
fraxinus angustifolia 'raywood',narrow-leaf ash,deciduous,49.259436,-123.239265,2909.090370421602,46.992567335290005
fraxinus angustifolia 'raywood',narrow-leaf ash,deciduous,49.259327,-123.239163,2909.9096421265363,61.17873960485667
fraxinus angustifolia 'raywood',narrow-leaf ash,deciduous,49.259226,-123.23907,2910.571725592388,74.27171345103284
thuja plicata,western red-cedar,coniferous,49.262141,-123.240647,2962.4760359864867,-265.56427084042525
thuja plicata,western red-cedar,coniferous,49.262185,-123.240726,2959.719723550532,-272.5905016960171
thuja plicata,western red-cedar,coniferous,49.262152,-123.240687,2960.4882716058046,-268.0166627373437
Acer palmatum,japanese maple,deciduous,49.262065,-123.240954,2938.797035104537,-268.6661694943732
chamaecyparis pisifera 'boulevard',sawara-cypress,coniferous,49.266636,-123.251607,2495.6774373434982,-1082.6618302680477
chamaecyparis pisifera 'boulevard',sawara-cypress,coniferous,49.266586,-123.251566,2495.6805405520017,-1076.3535346200088
thuja plicata,western red-cedar,coniferous,49.260349,-123.240989,2846.4554443013385,-101.7161277355483
thuja plicata,western red-cedar,coniferous,49.260346,-123.241009,2845.0152362241283,-102.10942859565284
picea omorika,serbian spruce,coniferous,49.260342,-123.241025,2843.7790632448655,-102.26728388514675
thuja plicata,western red-cedar,coniferous,49.260339,-123.241047,2842.210585601202,-102.72931302974303
thuja plicata,western red-cedar,coniferous,49.260321,-123.241072,2839.6621414778647,-101.82456853939539
thuja plicata,western red-cedar,coniferous,49.26049,-123.241097,2846.9319780115275,-119.24414490556933
thuja plicata,western red-cedar,coniferous,49.260467,-123.241134,2843.3514020916446,-118.26180924356913
stewartia pseudocamellia,korean stewartia,deciduous,49.260406,-123.24113,2840.405182829635,-112.14690377710826
stewartia pseudocamellia,korean stewartia,deciduous,49.260386,-123.24103,2845.768569339582,-106.75070920378334
stewartia pseudocamellia,korean stewartia,deciduous,49.260411,-123.241071,2844.4516493419737,-110.60939763115493
stewartia pseudocamellia,korean stewartia,deciduous,49.260387,-123.24111,2840.690296411767,-109.59779932323613
tsuga heterophylla,pacific hemlock,coniferous,49.260112,-123.240641,2856.331031907667,-66.53366849754411
tsuga heterophylla,pacific hemlock,coniferous,49.260152,-123.240712,2853.8775763746207,-72.89313475097492
tsuga heterophylla,pacific hemlock,coniferous,49.260178,-123.240742,2853.318617793835,-76.47181570074031
acer pseudoplatanus,sycamore maple,deciduous,49.259183,-123.242399,2694.8039951723154,-35.913320072314264
acer pseudoplatanus,sycamore maple,deciduous,49.258898,-123.243126,2633.2130439421267,-32.97037393352343
cornus kousa,japanese dogwood,deciduous,49.262118,-123.256432,1948.9908094690554,-805.8233144837699
cornus kousa,japanese dogwood,deciduous,49.262041,-123.25667,1929.6845699094183,-806.4602471728698
cornus kousa,japanese dogwood,deciduous,49.262025,-123.256658,1929.6136857642236,-804.480052634128
Abies procera,noble fir,coniferous,49.262852,-123.257655,1909.119499634576,-919.7823172577544
cornus kousa,japanese dogwood,deciduous,49.263595,-123.258049,1922.881651712823,-1006.1252204757676
Liquidambar styraciflua,sweet gum,deciduous,49.263057,-123.25836,1874.680140421376,-964.1034105122332
Liquidambar styraciflua,sweet gum,deciduous,49.263084,-123.258249,1883.216058189494,-962.9330542163748
Liquidambar styraciflua,sweet gum,deciduous,49.263057,-123.258189,1885.6452528264363,-958.2250286192491
Cedrus deodara,deodar cedar,coniferous,49.262979,-123.258115,1886.2933421312,-948.0387907092044
Cedrus deodara,deodar cedar,coniferous,49.262946,-123.258199,1879.1735867873388,-947.6930984993057
pinus contorta ,lodgepole pine ,coniferous,49.269663,-123.247765,2900.993541709784,-1247.2300221676019
pinus nigra ,black pine,coniferous,49.2694,-123.248403,2846.2741729043446,-1243.3834526739167
pinus nigra ,black pine,coniferous,49.269406,-123.248432,2844.729784724699,-1244.9679177745327
pseudotsuga menziesii ,douglas-fir ,coniferous,49.270665,-123.248001,2938.479617602611,-1353.5220721554033
pinus contorta ,lodgepole pine ,coniferous,49.270095,-123.247774,2923.1020700977315,-1289.8694727838001
fraxinus angustifolia ,narrow-leaved ash ,deciduous,49.269562,-123.247741,2897.228607604512,-1236.5086681164075
fraxinus angustifolia ,narrow-leaved ash ,deciduous,49.269883,-123.247979,2898.8248602162857,-1276.140732299569
Acer circinatum,vine maple,deciduous,49.270309,-123.248521,2886.443226548491,-1336.5076705443612
Acer circinatum,vine maple,deciduous,49.270354,-123.248564,2886.049263170963,-1342.3946590238709
acer circinatum ,vine maple ,deciduous,49.270548,-123.247977,2933.8744054189465,-1341.2329624548975
pinus contorta ,lodgepole pine ,coniferous,49.270127,-123.24786,2919.268249527453,-1295.9602371785209
fraxinus angustifolia ,narrow-leaved ash ,deciduous,49.270267,-123.247871,2925.9147752714744,-1310.0563339780183
malus fusca,pacific crab apple ,deciduous,49.26989,-123.247925,2902.654893389019,-1274.97103437301
pinus contorta ,lodgepole pine ,coniferous,49.270172,-123.247868,2921.1183870567893,-1300.644530736306
pinus monticola ,western white pine ,coniferous,49.269083,-123.249633,2750.7599090735007,-1254.5901668690035
pinus contorta ,lodgepole pine ,coniferous,49.269837,-123.248134,2886.4707612278944,-1276.9596445851262
pseudotsuga menziesii ,douglas-fir ,coniferous,49.270201,-123.248443,2885.772972734742,-1323.2448465430157
acer circinatum ,vine maple ,deciduous,49.269379,-123.248416,2844.3378270135245,-1241.7724735114602
Acer palmatum,japanese maple,deciduous,49.262145,-123.24102,2938.7646135246587,-278.77338240658287
styrax japonicus,japanese snowbell,deciduous,49.262031,-123.240864,2942.783837262134,-262.2418489708689
cornus 'eddie's white wonder',eddie's white wonder dogwood,deciduous,49.261919,-123.241086,2922.665926111713,-258.89533162413545
styrax japonicus,japanese snowbell,deciduous,49.262027,-123.240924,2938.7258617963116,-263.911631480368
pyrus calleryana,callery pear,deciduous,49.261804,-123.241337,2900.5306094484695,-256.2514442393606
Acer platanoides,norway maple,deciduous,49.261825,-123.24143,2895.66886259267,-261.505012458837
Acer platanoides,norway maple,deciduous,49.261978,-123.241497,2899.405195806028,-278.79992495541364
Acer platanoides,norway maple,deciduous,49.262043,-123.241678,2891.2100509314732,-291.3890334088278
Pseudotsuga menziesii,douglas-fir,coniferous,49.259226,-123.238874,2923.1426105811493,81.0068142356547
thuja plicata,western red-cedar,coniferous,49.259185,-123.238905,2919.0018031345944,83.95926387941404
thuja plicata,western red-cedar,coniferous,49.259165,-123.238933,2916.155933167618,84.9569569430289
carpinus betulus 'fastigiata',pyramidal european hornbeam,deciduous,49.259508,-123.239216,2916.013196637162,41.62090090454353
carpinus betulus 'fastigiata',pyramidal european hornbeam,deciduous,49.259517,-123.239178,2918.9229063557577,42.04475465149517
carpinus betulus 'fastigiata',pyramidal european hornbeam,deciduous,49.259529,-123.239159,2920.771523523672,41.5217383263132
carpinus betulus 'fastigiata',pyramidal european hirnbeam,deciduous,49.259537,-123.239115,2924.013551112682,42.2497577010588
carpinus betulus 'fastigiata',pyramidal european hornbeam,deciduous,49.259548,-123.239231,2917.151216155901,37.185767571606675
carpinus betulus 'fastigiata',pyramidal european hornbeam,deciduous,49.259558,-123.239207,2919.2155126417706,37.030550397049865
carpinus betulus 'fastigiata',pyramidal european hornbeam,deciduous,49.259564,-123.23919,2920.620845598448,37.02676274681562
carpinus betulus 'fastigiata',pyramidal european hornbeam,deciduous,49.259571,-123.239158,2923.0407295910563,37.44042265119401
acer pseudoplatanus,sycamore maple,deciduous,49.258848,-123.243275,2621.031478296072,-33.19151952471816
acer pseudoplatanus,sycamore maple,deciduous,49.258811,-123.243433,2608.9552754744514,-34.99585775674677
acer pseudoplatanus,sycamore maple,deciduous,49.258768,-123.243578,2597.3977882266154,-35.76551878379041
acer platanoides,acer platanoides,deciduous,49.259212,-123.242508,2689.3358832434665,-42.50089694486974
prunus serrulata,japanese flowering cherry,deciduous,49.25917,-123.242676,2676.3558501834455,-44.15878252767516
crataegus crus-galli,cockspur hawthorn,deciduous,49.259118,-123.242768,2667.725050936664,-42.22498116210909
betula pendula,european birch,deciduous,49.259042,-123.242732,2666.0434550366185,-33.54057389655077
acer pseudoplatanus,sycamore maple,deciduous,49.259015,-123.242819,2659.045977677183,-33.88470129586358
malus sp.,crabapple,deciduous,49.259055,-123.242936,2653.6423655480285,-41.82513815636048
Acer campestre,field maple,deciduous,49.258728,-123.244278,2550.402592644634,-55.903066186677506
Acer campestre,field maple,deciduous,49.25889,-123.243766,2591.7462183421535,-54.181203282541674
Acer campestre,field maple,deciduous,49.258857,-123.243907,2580.9703689205453,-55.793328886239124
Acer campestre,field maple,deciduous,49.258807,-123.244027,2570.64872449011,-55.017951284996116
Acer campestre,field maple,deciduous,49.258767,-123.244155,2560.33906881559,-55.4974228634685
acer griseum,paperbark maple,deciduous,49.269304,-123.24883,2813.8537257691273,-1248.650208072272
quercus robur 'fastigiata',upright english oak,deciduous,49.268542,-123.250491,2667.33407862886,-1231.0659564673344
prunus x yedoensis,daybreak cherry,deciduous,49.266307,-123.250283,2563.297322021416,-1004.9218744185578
prunus x yedoensis,daybreak cherry,deciduous,49.26634,-123.250281,2565.158601636437,-1008.0866362743214
prunus x yedoensis,daybreak cherry,deciduous,49.266338,-123.250246,2567.2978683886113,-1006.6878066773002
pseudotsuga menziesii ,douglas-fir ,coniferous,49.270326,-123.248352,2898.171987382274,-1332.3660652506865
pinus contorta ,lodgepole pine ,coniferous,49.269644,-123.24826,2868.256613205453,-1262.3780788328463
fraxinus angustifolia ,narrow-leaved ash ,deciduous,49.269607,-123.247766,2897.988696235373,-1241.7771390568016
fagus sylvatica ,european beech ,deciduous,49.269492,-123.247674,2897.848735686045,-1227.347282989811
fagus sylvatica ,european beech ,deciduous,49.269433,-123.247663,2895.4557980443524,-1221.1880796824428
